TAU(MFT),wind,sst,airT,Pressure,WaveL,WaveH,TAU(obs)
0.200858399,6.4606,6.4,7.4,1035.3,9.1,1.5,0.1837
0.166949928,5.8752,6.4,7.4,1035.2886,9.1625,1.5,0.1971
0.18024312,6.1097,6.4,7.4,1035.2829,9.1938,1.5,0.1781
0.18565166,6.2031,6.4,7.4,1035.2801,9.2094,1.5,0.1973
0.207701892,6.5744,6.3987,7.4,1035.0973,10.2067,1.5,0.2104
0.209576666,6.6054,6.3972,7.4,1035.0945,10.2138,1.5,0.2315
0.211885124,6.6453,6.3021,7.4064,1034.8957,10.7085,1.4979,0.2445
0.219811872,6.775,6.3028,7.4085,1034.8943,10.7113,1.4972,0.2254
0.205657676,6.5425,6.3035,7.4106,1034.8929,10.7142,1.4965,0.2241
0.199491322,6.4415,6.3514,7.5542,1034.7972,10.9056,1.4486,0.2135
0.181308448,6.132,6.3521,7.5563,1034.7958,10.9084,1.4479,0.1988
0.192464784,6.3232,6.3535,7.5606,1034.7929,10.9141,1.4465,0.1869
0.189633027,6.2751,6.3542,7.5627,1034.7915,10.917,1.4458,0.1949
0.234955296,7.0233,6.3901,7.7099,1034.6308,11.0605,1.4099,0.2323
0.264101893,7.4871,6.3,7.8014,1033.9958,10.693,1.5014,0.2644
0.270600528,7.5884,6.3,7.8028,1033.9915,10.6859,1.5028,0.2564
0.288058251,7.8584,6.3,7.8043,1033.9872,10.6787,1.5043,0.2695
0.282635719,7.7749,6.3,7.8071,1033.9787,10.6645,1.5071,0.2535
0.294217348,7.9531,6.3,7.8114,1033.9659,10.6432,1.5114,0.2177
0.289942592,7.889,6.3,7.9014,1033.6929,10.1901,1.6,0.259
0.26305446,7.4725,6.3,7.9028,1033.6858,10.1801,1.6,0.2503
0.235061765,7.0302,6.3,7.9085,1033.6574,10.1403,1.6,0.2543
0.328240156,8.4731,6.3,7.9973,1033.1987,9.5161,1.6,0.2752
0.326461792,8.4462,6.3,7.9916,1033.1958,9.5503,1.6,0.3056
0.354965657,8.8732,6.3,7.9802,1033.1901,9.6186,1.6,0.2747
0.307439774,8.1578,6.3,7.9774,1033.1887,9.6357,1.6,0.2795
0.268018454,7.5485,6.3,7.8199,1033.0503,10.541,1.5901,0.2585
0.317843914,8.3161,6.3,8,1032.6,9.1,1.5,0.2539
0.299222946,8.0328,6.3,7.9972,1032.6,9.1227,1.5,0.3224
0.268955022,7.5659,6.3,7.9829,1032.6,9.2364,1.5,0.274
0.309596598,8.1906,6.3,7.9773,1032.6,9.2819,1.5,0.2954
0.227510482,6.9073,6.3,7.8211,1032.5719,10.7,1.507,0.2429
0.2571311,7.3785,6.3,7.8339,1032.5548,10.7,1.5113,0.2505
0.308741927,8.1796,6.3,8.1,1032.1859,10.6859,1.6028,0.3093
0.289368659,7.8835,6.3,8.1,1032.1787,10.6787,1.6043,0.3054
0.289811313,7.8903,6.3,8.1,1032.1574,10.6574,1.6085,0.2612
0.329163492,8.4917,6.3,8.2958,1031.6126,10.7,1.7958,0.2858
0.325968683,8.4435,6.3,8.2915,1031.6254,10.7,1.7915,0.2967
0.355334342,8.882,6.3,8.2,1031.8999,10.7,1.7,0.3051
0.332870573,8.5461,6.3,8.2085,1031.8957,10.7,1.7085,0.278
0.340985,8.6679,6.3,8.2113,1031.8943,10.7,1.7113,0.2958
0.327459812,8.4648,6.3,8.217,1031.8915,10.7,1.717,0.2871
0.340626329,8.6654,6.3,8.3972,1031.8085,10.7057,1.9,0.3093
0.333032757,8.5514,6.3,8.3915,1031.8256,10.7171,1.9,0.3181
0.289779097,7.8912,6.3085,8.1915,1032.3662,10.9647,1.9085,0.2644
0.332808882,8.5421,6.3943,8.1057,1031.966,9.517,1.9943,0.2905
0.339726001,8.646,6.3929,8.1071,1031.9574,9.5213,1.9929,0.2988
0.439959258,10.1206,6.3,8.1972,1031.3943,9.8256,1.9057,0.3886
0.387894511,9.3634,6.3,8.1929,1031.3858,9.8639,1.9142,0.3355
0.428161114,9.9493,6.3,8.1169,1031.1746,10.6239,2.0915,0.3498
0.407142609,9.6441,6.3,8.1198,1031.1704,10.6111,2.0901,0.3706
0.386734366,9.3477,6.3128,8.3,1030.9,9.9662,2.0128,0.3603
0.399528265,9.534,6.3972,8.2943,1030.9114,11.0886,2.1057,0.3511
0.370079994,9.1008,6.3957,8.2915,1030.917,11.0829,2.1085,0.3784
0.390005887,9.3944,6.3915,8.2829,1030.9341,11.0659,2.1171,0.3038
0.337678969,8.6165,6.3,8.093,1031.2859,10.6648,2.293,0.3126
0.337178409,8.6089,6.3,8.0873,1031.2745,10.6364,2.2873,0.3106
0.316881001,8.3015,6.3,8,1031.1,10.207,2.2,0.317
0.360747993,8.9595,6.3,8,1031.1,10.2355,2.2,0.3166
0.351143211,8.8165,6.3,8,1031.1,10.2426,2.2,0.2687
0.332523286,8.5376,6.3,8,1031.1,10.7,2.2,0.2887
0.328234285,8.4731,6.3,8.0043,1031.0986,10.6929,2.1986,0.2841
0.334818423,8.5723,6.3,8.0128,1031.0957,10.6787,2.1957,0.2864
0.340100676,8.6517,6.3,8.0213,1031.0929,10.6645,2.1929,0.2703
0.335329294,8.5845,6.3,8.3028,1030.9972,10.2,2.1,0.3037
0.366893142,9.0552,6.3,8.3042,1030.9958,10.2,2.1,0.2697
0.32511878,8.4309,6.3,8.3056,1030.9944,10.2,2.1,0.3205
0.360022247,8.9534,6.3,8.3127,1030.9873,10.2,2.1,0.3429
0.32951346,8.4986,6.3,8.4,1030.883,10.1659,2.1085,0.3014
0.338041455,8.6267,6.3,8.4,1030.8773,10.1545,2.1114,0.2984
0.343798071,8.7129,6.3,8.4,1030.8744,10.1489,2.1128,0.3006
0.326310217,8.4504,6.3028,8.4057,1030.6716,9.8114,2.2,0.3236
0.343712091,8.7117,6.3057,8.4114,1030.6432,9.8227,2.2,0.3346
0.353210479,8.8549,6.3999,8.5998,1029.7008,10.1997,2.2,0.3211
0.381813198,9.2785,6.4,8.6084,1029.6665,10.1832,2.1958,0.324
0.369438171,9.0961,6.4,8.6226,1029.6096,10.1548,2.1887,0.2819
0.371362686,9.1246,6.4,8.6255,1029.5982,10.1491,2.1873,0.3172
0.451621711,10.2946,6.4,8.8042,1028.8944,9.8,2.1028,0.3348
0.409418076,9.6856,6.4,8.8256,1028.8659,9.8,2.117,0.3732
0.434322983,10.0464,6.4,8.8298,1028.8602,9.8,2.1199,0.3741
0.428847373,9.9675,6.4,8.8384,1028.8489,9.8,2.1256,0.3625
0.42197752,9.8716,6.4,9.0972,1028.4957,9.7517,2.2972,0.3995
0.419252008,9.8294,6.4,8.8958,1028.1749,6.5969,2.1084,0.3608
0.394722134,9.472,6.4,8.8915,1028.1492,6.7975,2.1169,0.3979
0.449891776,10.2697,6.3957,8.7915,1027.5787,11.1468,2.3043,0.3658
0.482554525,10.7347,6.3901,8.7801,1027.5503,11.2093,2.3099,0.3995
0.447512627,10.2355,6.3886,8.7773,1027.5432,11.225,2.3114,0.3702
0.462723762,10.453,6.3872,8.7744,1027.5361,11.2406,2.3128,0.4045
0.484504312,10.7612,6.3014,8.6043,1027.0943,12.1617,2.4028,0.4119
0.444689989,10.1939,6.3028,8.6085,1027.0886,12.1233,2.4057,0.4542
0.451609313,10.2932,6.3057,8.617,1027.0773,12.0466,2.4114,0.4232
0.428933591,9.9671,6.3085,8.6256,1027.0659,11.9698,2.4171,0.3982
0.466532022,10.5064,6.3099,8.6298,1027.0602,11.9315,2.4199,0.4121
0.38937825,9.3938,6.3999,8.8998,1026.7003,9.5022,2.5998,0.3914
0.446333587,10.22,6.4,8.8987,1026.6973,9.4557,2.5987,0.3914
0.462243885,10.4475,6.4,8.8944,1026.6888,9.3148,2.5944,0.4431
0.490537077,10.8487,6.4,8.893,1026.6859,9.2679,2.593,0.3779
0.451021314,10.2871,6.4,8.8915,1026.6831,9.2209,2.5915,0.4
0.443890214,10.1848,6.4,8.8887,1026.6774,9.1269,2.5887,0.3935
0.422363877,9.873,6.4213,8.8071,1026.4858,6.278,2.4858,0.3831
0.413305283,9.7415,6.4298,8.8099,1026.4801,6.3093,2.4801,0.3785
0.414620221,9.7582,6.7,8.9,1026.3,7.3,2.3,0.3786
0.458361983,10.3884,6.7028,8.9,1026.2986,7.2972,2.3028,0.3907
0.472599417,10.5912,6.7057,8.9,1026.2972,7.2943,2.3057,0.3696
0.433075547,10.0253,6.7085,8.9,1026.2957,7.2915,2.3085,0.3852
0.440948457,10.1386,6.7171,8.9,1026.2915,7.2829,2.3171,0.3891
0.44706887,10.2242,6.8998,8.9,1026.2001,7.1002,2.4998,0.4136
0.403435886,9.5926,6.9013,8.9027,1026.2054,7.1483,2.4987,0.3025
0.452286214,10.2991,6.907,8.9141,1026.2281,7.3532,2.493,0.3593
0.434647977,10.0456,6.9085,8.9169,1026.2338,7.4045,2.4915,0.4472
0.394990146,9.4705,7,9.1,1026.5999,10.6994,2.4,0.3625
0.426231891,9.9253,7,9.1028,1026.5958,10.6621,2.3986,0.392
0.431383789,9.9998,7,9.1057,1026.5915,10.6237,2.3972,0.4609
0.395245522,9.4746,7,9.1256,1026.5616,10.3548,2.3872,0.4176
0.384730965,9.3228,7,9.3,1026.3,8,2.3,0.3685
0.424400896,9.9014,7,9.2972,1026.2716,8.0881,2.3057,0.4013
0.441723168,10.1512,7,9.2915,1026.2147,8.2643,2.3171,0.345
0.47604987,10.6403,6.9987,9.1987,1025.296,11.0826,2.4987,0.5156
0.506287098,11.0668,6.9915,9.1915,1025.2746,10.99,2.4915,0.4297
0.503592849,11.029,6.9887,9.1887,1025.2661,10.953,2.4887,0.4161
0.456666499,10.3643,6.9028,9.1085,1024.9802,9.8254,2.4,0.4693
0.419347495,9.827,6.9057,9.117,1024.9603,9.8511,2.4,0.4045
0.467676669,10.5215,6.9085,9.1256,1024.9404,9.8767,2.4,0.4259
0.475787193,10.6368,6.9099,9.1298,1024.9304,9.8895,2.4,0.4455
0.467807412,10.5257,7,9.4043,1024.2574,10.5465,2.4085,0.3359
0.485044897,10.7702,7,9.4071,1024.229,10.4443,2.4142,0.4536
0.464928627,10.4848,7,9.4114,1024.1863,10.2907,2.4227,0.423
0.502551973,11.0179,7,9.4999,1023.3008,7.1029,2.5998,0.4802
0.492774963,10.8804,6.9987,9.4987,1023.2906,7.1054,2.5973,0.447
0.496055961,10.9266,6.9958,9.4958,1023.2707,7.1168,2.5916,0.4534
0.50807184,11.0953,6.993,9.493,1023.2508,7.1281,2.5859,0.4465
0.475558877,10.637,6.9901,9.4901,1023.2308,7.1395,2.5802,0.4339
0.516295433,11.2103,6.9873,9.4873,1023.2109,7.1509,2.5745,0.4817
0.514750123,11.1887,6.9,9.4,1022.6001,7.4999,2.4,0.404
0.557606697,11.7825,6.9057,9.4113,1022.5802,7.4887,2.4028,0.4304
0.534623981,11.4654,6.9113,9.4227,1022.5603,7.4773,2.4057,0.4979
0.548623741,11.659,6.917,9.4341,1022.5404,7.4659,2.4085,0.4041
0.528658152,11.3827,6.9199,9.4398,1022.5304,7.4602,2.4099,0.3571
0.492215037,10.8749,7.1,9.8,1021.9,7.1,2.5,0.4278
0.515073657,11.1953,7.1,9.7787,1021.829,7.3557,2.5071,0.4592
0.544517398,11.604,7.1,9.7659,1021.7863,7.5093,2.5114,0.4192
0.479073286,10.6858,7.1056,9.5224,1020.9112,10.5092,2.6,0.4362
0.482233435,10.7307,7.1099,9.5395,1020.9198,10.3641,2.6,0.5146
0.665618956,13.2369,7.2028,9.8802,1021.0802,7.3141,2.6028,0.4767
0.64330864,12.9418,7.2043,9.8702,1021.0702,7.3213,2.6043,0.6172
0.437222123,10.0812,7.3014,9.1943,1020.3915,7.8,2.7014,0.4108
0.419710577,9.8276,7.3071,9.1716,1020.3574,7.8,2.7071,0.3377
0.398667157,9.5145,7.3999,8.8003,1019.8005,7.8,2.7999,0.3604
0.384229362,9.3025,7.4042,8.8042,1019.7874,7.7791,2.7874,0.3159
0.39610678,9.477,7.5,8.9,1019.5,7.3211,2.4986,0.4238
0.451389849,10.2785,7.5,8.9,1019.5,7.4705,2.4886,0.3991
0.474995911,10.6155,7.5,8.9,1019.5,7.4918,2.4872,0.3793
0.439843118,10.1123,7.5,8.883,1019.5085,8.7631,2.4057,0.4464
0.463357478,10.4492,7.5,8.8574,1019.5213,8.7077,2.4142,0.4516
0.420370102,9.8301,7.5,8.8403,1019.5298,8.6707,2.4199,0.3494
0.531308234,11.4005,7.5,8.3296,1019.8692,7.5,2.6,0.4338
0.458431512,10.3722,7.5,8.3382,1019.8891,7.5,2.6,0.4254
0.437720716,10.0776,7.5,8.5702,1020.5298,7.5994,2.6099,0.3944
0.406151712,9.6156,7.5,8.3,1020.8,8.5,2.7,0.3538
0.425295532,9.8942,7.4943,8.2886,1020.8028,8.4659,2.7,0.3519
0.371377081,9.1038,7.4915,8.2829,1020.8043,8.4488,2.7,0.37
0.418167323,9.7906,7.4886,8.2773,1020.8057,8.4318,2.7,0.2937
0.375192016,9.1602,7.4858,8.2716,1020.8071,8.4148,2.7,0.3747
0.430764616,9.9732,7.4773,8.2545,1020.8114,8.3636,2.7,0.3602
0.294248581,7.9384,7.2945,7.9,1020.9083,7.3276,2.7,0.2798
0.265101463,7.4872,7.2831,7.9,1020.9254,7.3846,2.7,0.3157
0.325777352,8.4216,7.1028,7.8972,1021.1943,8.2859,2.6972,0.3433
0.315536737,8.2664,7.1057,7.8943,1021.1887,8.2716,2.6943,0.3062
0.309528112,8.1749,7.1099,7.8901,1021.1801,8.2503,2.6901,0.2863
0.297491431,7.9879,7.2043,7.7957,1021.0171,7.8085,2.6085,0.2825
0.283951789,7.7794,7.2099,7.7901,1021.0398,7.8199,2.6199,0.2761
0.283712178,7.7756,7.2128,7.7872,1021.0512,7.8256,2.6256,0.3059
0.289998293,7.8693,7.3,7.6831,1021.4423,7.9577,2.7746,0.3021
0.290105402,7.8709,7.3,7.6802,1021.4494,7.9506,2.7704,0.261
0.269141942,7.543,7.3099,7.5099,1021.9,7.5994,2.4901,0.232
0.292986482,7.9122,7.4,7.6,1021.9,8.5,2.4,0.2994
0.222277239,6.8001,7.4,7.7,1022.0888,6.7112,2.0014,0.2386
0.219352648,6.7525,7.4,7.7,1022.0774,6.7226,2.0028,0.2257
0.19314678,6.3175,7.4,7.7,1022.0319,6.7681,2.0085,0.2111
0.186541334,6.2047,7.4,7.6886,1021.2886,7.5,2.0943,0.1962
0.172163889,5.9508,7.4028,7.5028,1021.0972,7.5442,2.0028,0.1658
0.166224569,5.8449,7.4042,7.5042,1021.0958,7.567,2.0042,0.2098
0.169753924,5.908,7.5,7.6,1021,9.0997,2.1,0.2039
0.149833769,5.4845,7.5,7.5957,1021.017,9.1,2.1043,0.1997
0.163018167,5.7869,7.5,7.5943,1021.0227,9.1,2.1057,0.2102
0.153384447,5.6041,7.5,7.5901,1021.0398,9.1,2.1099,0.215
0.163404897,5.7938,7.5,7.5886,1021.0455,9.1,2.1114,0.2104
0.174229339,5.987,7.5,7.5872,1021.0511,9.1,2.1128,0.1898
0.143660083,5.2751,7.5,7.5256,1021.4512,9.4197,2.1872,0.1861
0.160336882,5.7401,7.5,7.7,1021.7831,11.7015,2.1085,0.2131
0.174306646,5.9905,7.5,7.7,1021.7745,11.7527,2.1127,0.2178
0.171026543,5.9306,7.4,7.4972,1021.7014,12.8,2.1014,0.2093
0.18993029,6.2553,7.4028,7.3028,1021.8138,12.7834,2.1972,0.215
0.234204128,6.9853,7.4127,7.3127,1021.8636,12.7236,2.1873,0.2035
0.255280167,7.3204,7.5,7.4,1022.283,12.1576,2.1,0.2481
0.267574847,7.5133,7.5,7.4,1022.2318,12.0295,2.1,0.2864
0.139656171,5.1383,7.5,7.4,1021.7014,10.7057,2.0986,0.1504
0.148087844,5.4256,7.5,7.4,1021.7114,10.7455,2.0886,0.1667
0.164456517,5.8093,7.5013,7.4027,1021.796,11.0785,1.9987,0.1923
0.173263818,5.9665,7.5028,7.4055,1021.7917,11.0558,1.9972,0.1992
0.191692188,6.2854,7.507,7.4141,1021.7789,10.9875,1.993,0.2255
0.179868922,6.0823,7.5085,7.4169,1021.7746,10.9647,1.9915,0.1768
0.168216765,5.877,7.5099,7.4198,1021.7704,10.9419,1.9901,0.1824
0.157971054,5.6931,7.6057,7.6141,1021.5028,9.5763,1.9057,0.2316
0.148683518,5.4456,7.6113,7.6284,1021.5057,9.6532,1.9113,0.2149
0.157409534,5.683,7.6142,7.6355,1021.5071,9.6915,1.9142,0.1915
0.337017,8.5826,7.8,8.0517,1021.6085,12.183,2.1057,0.3188
0.34358868,8.6806,7.8,8.0034,1021.617,12.1659,2.1114,0.326
0.25533095,7.3262,7.8,7.9792,1021.6213,12.1574,2.1142,0.3249
0.329852104,8.4723,7.8,7.9067,1021.6341,12.1318,2.1227,0.3025
0.511918962,11.1036,7.8,6.4014,1021.8998,11.6005,2.2998,0.4166
0.557202816,11.7342,7.8,6.3749,1021.9335,11.5791,2.3042,0.5036
0.472637415,10.546,7.8,6.3236,1022.0018,11.5364,2.3127,0.4961
0.507600844,11.0347,7.8099,5.7304,1022.7497,11.1497,2.4,0.4345
0.50548321,11.0047,7.8114,5.7205,1022.7568,11.1568,2.4,0.4016
0.456763119,10.3013,7.9,5.1,1023.2,11.6,2.4,0.3595
0.409290373,9.6048,7.9226,4.6887,1023.5904,11.3626,2.3887,0.3535
0.516047001,11.1367,8.0972,4.5915,1024.3113,9.4067,2.3028,0.3439
0.494471908,10.8316,8.0943,4.583,1024.3227,9.3128,2.3057,0.3749
0.488409609,10.7453,8.0901,4.5702,1024.3398,9.172,2.3099,0.3842
0.474222898,10.5398,8,4.2503,1024.7796,6.6874,2.4199,0.4013
0.425299317,9.832,8,4.2432,1024.7909,6.7571,2.4227,0.4002
0.492167622,10.7957,8,4.2361,1024.8023,6.8267,2.4256,0.3321
0.378319532,9.1323,8,3.7987,1025.5148,11.0463,2.5987,0.3781
0.423944086,9.8059,8,3.793,1025.5774,10.8187,2.593,0.3241
0.477291048,10.5767,8,3.7,1026.5998,7.1006,2.5,0.3023
0.3896375,9.2985,8,3.6574,1026.6497,7.1142,2.5142,0.2903
0.38611576,9.2377,8,3.0915,1027.3114,7.371,2.7028,0.373
0.395583689,9.3782,8,3.0872,1027.3171,7.4066,2.7043,0.2722
0.488424748,10.7244,8,2.8002,1027.6997,9.798,2.7999,0.3454
0.31885466,8.2177,7.9987,2.7973,1027.7027,9.7732,2.8,0.2915
0.37179625,9.0195,7.9972,2.7945,1027.7055,9.7447,2.8,0.3589
0.300254732,7.9313,7.9958,2.7916,1027.7084,9.7162,2.8,0.2186
0.277744263,7.5809,7.9887,2.7774,1027.7226,9.5739,2.8,0.2914
0.350558043,8.6999,7.9873,2.7745,1027.7254,9.5455,2.8,0.2591
0.276221871,7.5555,7.9,2.6057,1027.883,7.8057,2.8,0.2762
0.279612601,7.6087,7.9,2.6113,1027.866,7.8113,2.8,0.2188
0.274242163,7.5246,7.9,2.6142,1027.8574,7.8142,2.8,0.2545
0.322029769,8.268,7.9,2.8,1027.2943,8.0312,2.7972,0.3383
0.268773317,7.4419,7.9,2.7915,1027.1254,9.0493,2.7,0.3124
0.24300155,7.0325,7.9,2.7887,1027.1339,9.0322,2.7,0.236
0.169626474,5.802,7.9,2.7,1027.3999,8.5001,2.7,0.2088
0.174029157,5.8805,7.9,2.7284,1027.4,8.5922,2.7071,0.2164
0.237120256,6.937,7.9,2.7398,1027.4,8.6292,2.7099,0.209
0.116766788,4.3422,7.9,3.083,1027.4057,9.8,2.7886,0.1457
0.190638453,6.1752,7.9,3.0744,1027.4085,9.8,2.7829,0.2031
0.201553792,6.3546,7.9,2.8169,1027.5338,9.7746,2.6085,0.2247
0.135800213,5.009,7.9,3,1028.2,9.1,2.9,0.1654
0.113163181,4.2136,7.9,2.9943,1028.2028,9.1312,2.8972,0.0888
0.107742369,4.0186,7.9,2.9,1028.3,10.2,3,0.1544
0.117923953,4.3835,7.8929,2.9071,1028.3071,10.2638,3,0.1535
0.104495876,3.9008,7.8071,2.9929,1028.3929,11.1,3,0.1812
0.118180394,4.3926,7.9,2.9169,1028.2662,11.0662,3.0254,0.1755
0.105004795,3.9192,7.9099,3.1,1027.8702,10.7,3.2901,0.1724
0.145987093,5.3574,7.9958,3.1,1027.3958,10.7377,3.0874,0.1763
0.138802379,5.1122,7.9,3.1,1027.2787,11.5787,2.8,0.1655
0.159892589,5.6351,7.9,3.1128,1026.7957,11.1469,2.8043,0.2209
0.168495387,5.7903,7.9,3.117,1026.7943,11.1625,2.8057,0.1745
0.150697276,5.4655,7.9,3.1298,1026.7901,11.2094,2.8099,0.1634
0.168436021,5.7895,7.9099,3.1398,1026.6702,11.6,2.8,0.231
0.175053537,5.9123,7.9901,3.5,1026.4199,11.6,2.7901,0.2125
0.12677817,4.6948,7.9,4,1026.3,11.1,2.5,0.2037
0.157324895,5.6079,7.9958,4.2,1026.4665,11.1461,2.3,0.1932
0.178289205,5.9849,7.9,4.2071,1025.6574,12.2,2.3071,0.216
0.183592379,6.077,7.9,4.2099,1025.6404,12.2,2.3099,0.2054
0.242167965,7.0479,7.9085,4.3085,1025.0574,11.9954,2.3915,0.2059
0.233408779,6.9071,8,4.3987,1024.596,9.8174,2.3013,0.1889
0.196668535,6.3018,8,4.3944,1024.5832,9.8729,2.3056,0.2536
0.219275042,6.6772,8,4.3887,1024.5661,9.947,2.3113,0.1899
0.249390557,7.1615,8,4.3085,1024.3085,11.1426,2.4085,0.2123
0.248261631,7.1436,8,4.3128,1024.3128,11.1639,2.4128,0.3105
0.204098687,6.4266,8,4.4,1024.4128,11.5616,2.4957,0.155
0.184190691,6.0891,8,4.4,1024.4384,11.4849,2.4872,0.2133
0.206311285,6.4637,7.9887,4.4,1024.7,10.7452,2.3887,0.1833
0.147332296,5.4021,7.9014,4.4042,1024.6972,11.0944,2.3,0.1578
0.138889298,5.1142,7.9071,4.4213,1024.6858,11.0716,2.3,0.153
0.16124101,5.6896,7.9943,4.7114,1024.5,10.7227,2.3,0.1513
0.153886706,5.5547,7.9901,4.7199,1024.5,10.7398,2.3,0.191
0.134796277,4.9729,7.9001,4.8998,1024.5,11.0997,2.3,0.2061
0.142106816,5.224,7.9,4.9055,1024.5055,11.1,2.3,0.1244
0.138308764,5.0939,7.9,4.9112,1024.5112,11.1,2.3,0.0987
0.22074084,6.7168,7.9,5.1,1024.7,11.1,2.3,0.253
0.210968062,6.5566,7.8943,5.1113,1024.717,11.1624,2.3,0.1807
0.190182894,6.2135,7.8,5.3,1025,12.2,2.3,0.1608
0.185931876,6.1408,7.8014,5.3043,1025.0028,12.2696,2.3014,0.2078
0.21109049,6.5643,7.8057,5.317,1025.0114,12.4785,2.3057,0.2059
0.18080233,6.0525,7.8085,5.3256,1025.0171,12.6178,2.3085,0.1377
0.163589686,5.7515,7.9,5.6027,1025.1973,17.0732,2.396,0.2
0.213076189,6.6008,7.9,5.6055,1025.1945,17.0447,2.3917,0.1487
0.179839134,6.0395,7.9,5.6084,1025.1916,17.0162,2.3874,0.1383
0.232676208,6.9237,7.9,5.8,1025,15.1003,2.1,0.1575
0.245038807,7.1218,7.9,5.8,1024.9404,14.7521,2.1099,0.2073
0.154583335,5.5904,7.9,5.8,1024.3787,11.5361,2.2,0.1982
0.176720262,5.9888,7.9,5.8,1024.3616,11.4849,2.2,0.1236
0.234010562,6.9456,7.8887,5.8113,1024.1113,10.9374,2.2,0.1334
0.205592662,6.4845,7.8,5.9,1024.2,12.7997,2.2,0.1992
0.213180363,6.6101,7.8014,5.9042,1024.1986,12.8604,2.1972,0.1968
0.191735968,6.2517,7.8028,5.9085,1024.1972,12.9216,2.1943,0.2165
0.216502979,6.6648,7.8043,5.9128,1024.1957,12.9828,2.1915,0.19
0.184851065,6.1341,7.8071,5.9213,1024.1929,13.105,2.1858,0.2253
0.182364583,6.0913,7.8099,5.9298,1024.1901,13.2274,2.1801,0.2109
0.201119229,6.4137,7.9,6.2,1024.1,17.1,2,0.1481
0.159005597,5.6799,7.9,6.2142,1024.1,17.0219,2.0071,0.1857
0.17750372,6.0107,7.9,6.2227,1024.1,16.9749,2.0114,0.1645
0.17800425,6.0195,7.9,6.2256,1024.1,16.9593,2.0128,0.1675
0.164253891,5.7789,7.9,6.4,1024.1,15.6272,2.107,0.1419
0.154211715,5.595,7.9,6.4,1024.1,15.4763,2.1099,0.1632
0.168571725,5.8564,7.9,6.4,1024.1,10.8985,2.1887,0.1773
0.203073606,6.4502,7.9,6.4,1024.1,10.9981,2.183,0.1528
0.204693303,6.4772,7.9,6.4,1024.1,11.0977,2.1773,0.1394
0.154577762,5.6018,7.9,6.4,1024.1,14.2,2,0.1089
0.146936864,5.3873,7.9,6.4,1024.1,14.2128,2.0028,0.1433
0.136966065,5.0466,7.9,6.4,1024.1,14.2256,2.0057,0.1814
0.116461895,4.3285,7.9,6.3958,1024.1084,14.9534,2.1916,0.1373
0.176299676,5.9951,7.8,6.4057,1023.8915,14.2256,2.3028,0.1493
0.1861047,6.1652,7.8,6.4085,1023.8872,14.2384,2.3043,0.222
0.164888352,5.7925,7.8,6.4114,1023.8829,14.2511,2.3057,0.195
0.151155636,5.5299,7.8,6.4142,1023.8787,14.2639,2.3071,0.2189
0.175129831,5.9749,7.8,6.4227,1023.8659,14.3023,2.3114,0.1325
0.189405248,6.2254,7.8,6.6013,1023.5919,15.1121,2.4,0.2048
0.228106871,6.8688,7.8,6.7098,1022.9888,15.9747,2.3972,0.1793
0.227601573,6.861,7.8,6.7298,1022.966,15.9235,2.3915,0.1659
0.255246878,7.3032,7.8,6.7696,1022.9205,15.8211,2.3801,0.2404
0.282068342,7.7371,7.7,7.5083,1021.3862,14.2249,2.4889,0.1794
0.281953752,7.7354,7.7,7.5126,1021.3791,14.2377,2.4832,0.2258
0.225649893,6.8461,7.7,7.5296,1021.3506,14.2889,2.4605,0.2644
0.312501609,8.2089,7.7043,7.7915,1020.883,15.1,2.1043,0.2574
0.306129754,8.1116,7.7071,7.7858,1020.8716,15.1,2.1071,0.2204
0.25943315,7.3887,7.7114,7.7773,1020.8545,15.1,2.1114,0.23
0.278154999,7.6763,7.8,7.6,1020.5,15.1,2.2,0.2322
0.291926384,7.8893,7.8028,7.6114,1020.4886,15.1,2.2057,0.3484
0.3446078,8.6898,7.8043,7.6171,1020.4829,15.1,2.2085,0.1999
0.260734677,7.4048,7.8071,7.6284,1020.4716,15.1,2.2142,0.2634
0.31659013,8.2669,7.8099,7.6398,1020.4602,15.1,2.2199,0.2945
0.302662373,8.0546,7.8128,7.6512,1020.4488,15.1,2.2256,0.2484
0.326485842,8.4215,7.9,8.0113,1020.1,14.9983,2.3774,0.299
0.255774736,7.3339,7.9,8.1199,1020.0602,14.2,2.1901,0.2276
0.207473859,6.5594,7.9,8.3128,1019.6872,14.2,2.1,0.2166
0.213549554,6.6599,7.9,8.3298,1019.6702,14.2,2.1,0.2047
0.221852124,6.7957,7.9,8.3384,1019.6616,14.2,2.1,0.2685
0.132501632,4.8906,7.9,8.5972,1019.3972,14.2,2.0972,0.1971
0.149720773,5.48,7.9,8.5901,1019.3901,14.2,2.0901,0.1855
0.144548476,5.3046,7.9,8.5887,1019.3887,14.2,2.0887,0.143
0.185013697,6.1842,7.9,8.5,1019.3,14.2,2,0.2181
0.179718226,6.0926,7.9,8.5,1019.2787,14.2,2,0.1909
0.212554261,6.6467,7.9,8.5,1019.2503,14.2,2,0.2304
0.211973935,6.6372,7.9,8.5028,1018.783,14.2,1.9972,0.2344
0.189735174,6.2652,7.9,8.5085,1018.7488,14.2,1.9915,0.2192
0.188599467,6.2459,7.9,8.5128,1018.7233,14.2,1.9872,0.2454
0.260095567,7.4104,7.9,8.6067,1018.1893,14.2,1.8987,0.23
